    parsed | total average parse time | recent average parse time |       kept | % of total |   last kept | last kept time | elapsed time
      4043 |                 213.36ms |                    7575ms |       1024 |    25.328% |   Q27126587 |     3:59:27 AM |     00:14:22
      4125 |                209.362ms |                  12.207ms |       1024 |    24.824% |   Q27126587 |     3:59:27 AM |     00:14:23
      4126 |                210.294ms |                    4055ms |       1024 |    24.818% |   Q27126587 |     3:59:27 AM |     00:14:27
      4349 |                199.741ms |                   4.484ms |       1028 |    23.638% |   Q29574534 |     3:59:41 AM |     00:14:28
      4597 |                189.292ms |                   6.069ms |       1028 |    22.362% |   Q29574534 |     3:59:41 AM |     00:14:30
      4599 |                189.462ms |                   579.5ms |       1028 |    22.353% |   Q29574534 |     3:59:41 AM |     00:14:31
      4600 |                192.921ms |                   16102ms |       1029 |     22.37% |   Q30105921 |     4:00:00 AM |     00:14:47
      4601 |                217.945ms |                  115326ms |       1029 |    22.365% |   Q30105921 |     4:00:00 AM |     00:16:42
      4602 |                218.274ms |                    1735ms |       1029 |     22.36% |   Q30105921 |     4:00:00 AM |     00:16:44
      4603 |                223.328ms |                   23481ms |       1029 |    22.355% |   Q30105921 |     4:00:00 AM |     00:17:07
      4604 |                227.087ms |                   17529ms |       1030 |    22.372% |   Q41514936 |     4:02:38 AM |     00:17:25
      4607 |                227.157ms |                 333.667ms |       1033 |    22.422% |   Q42897464 |     4:02:39 AM |     00:17:26
      4608 |                237.259ms |                   46781ms |       1034 |    22.439% |   Q42897467 |     4:03:26 AM |     00:18:13
      4609 |                243.109ms |                   27199ms |       1035 |    22.456% |   Q47535955 |     4:03:53 AM |     00:18:40
      4610 |                 244.07ms |                    4673ms |       1035 |    22.451% |   Q47535955 |     4:03:53 AM |     00:18:45
      4611 |                244.935ms |                    4234ms |       1035 |    22.446% |   Q47535955 |     4:03:53 AM |     00:18:49
      4612 |                251.218ms |                   29222ms |       1036 |    22.463% |   Q51230305 |     4:04:31 AM |     00:19:18
      4614 |                251.326ms |                   500.5ms |       1038 |    22.497% |   Q54810465 |     4:04:32 AM |     00:19:19
      4615 |                252.615ms |                    6198ms |       1039 |    22.514% |   Q54810643 |     4:04:39 AM |     00:19:25
      4617 |                252.722ms |                   500.5ms |       1040 |    22.525% |   Q56058194 |     4:04:40 AM |     00:19:26
      4618 |                252.891ms |                    1033ms |       1040 |    22.521% |   Q56058194 |     4:04:40 AM |     00:19:27
      4619 |                253.971ms |                    5242ms |       1040 |    22.516% |   Q56058194 |     4:04:40 AM |     00:19:33
      4620 |                254.133ms |                    1001ms |       1041 |    22.532% |   Q57251999 |     4:04:47 AM |     00:19:34
      4621 |                258.591ms |                   20852ms |       1042 |    22.549% |   Q57252782 |     4:05:08 AM |     00:19:54
      4622 |                259.577ms |                    4816ms |       1042 |    22.544% |   Q57252782 |     4:05:08 AM |     00:19:59
      4877 |                246.209ms |                   3.922ms |       1042 |    21.366% |   Q57252782 |     4:05:08 AM |     00:20:00
      4962 |                242.193ms |                  11.776ms |       1042 |        21% |   Q57252782 |     4:05:08 AM |     00:20:01
      4964 |                242.298ms |                   500.5ms |       1042 |    20.991% |   Q57252782 |     4:05:08 AM |     00:20:02
      4965 |                242.563ms |                    1558ms |       1042 |    20.987% |   Q57252782 |     4:05:08 AM |     00:20:04
      4966 |                242.952ms |                    2176ms |       1043 |    21.003% |   Q63164589 |     4:05:19 AM |     00:20:06
      4967 |                245.765ms |                   14215ms |       1044 |    21.019% |   Q63771382 |     4:05:33 AM |     00:20:20
      4968 |                249.911ms |                   20842ms |       1045 |    21.035% |   Q66986093 |     4:05:54 AM |     00:20:41
      4970 |                250.011ms |                     500ms |       1047 |    21.066% |   Q70535550 |     4:05:55 AM |     00:20:42
      4971 |                293.882ms |                  218332ms |       1048 |    21.082% |   Q70535601 |     4:09:34 AM |     00:24:20
      4972 |                294.119ms |                    1470ms |       1049 |    21.098% |      Q83181 |     4:09:35 AM |     00:24:22
      4974 |                294.202ms |                   500.5ms |       1051 |     21.13% |     Q187181 |     4:09:36 AM |     00:24:23
      4975 |                294.178ms |                     177ms |       1052 |    21.146% |     Q187388 |     4:09:36 AM |     00:24:23
      4976 |                294.327ms |                    1034ms |       1053 |    21.162% |     Q254417 |     4:09:37 AM |     00:24:24
      4977 |                294.473ms |                    1020ms |       1054 |    21.177% |     Q329638 |     4:09:38 AM |     00:24:25
      4978 |                295.272ms |                    4272ms |       1055 |    21.193% |     Q418869 |     4:09:43 AM |     00:24:29
      4981 |                295.295ms |                 333.333ms |       1058 |    21.241% |     Q900261 |     4:09:44 AM |     00:24:30
      4983 |                295.388ms |                     527ms |       1060 |    21.272% |     Q908912 |     4:09:45 AM |     00:24:31
      4984 |                295.494ms |                     824ms |       1061 |    21.288% |     Q939486 |     4:09:46 AM |     00:24:32
      4985 |                295.635ms |                    1000ms |       1062 |    21.304% |    Q1088533 |     4:09:47 AM |     00:24:33
      4986 |                 295.76ms |                     919ms |       1063 |     21.32% |    Q1136436 |     4:09:47 AM |     00:24:34
      4987 |                298.257ms |                   12750ms |       1064 |    21.335% |    Q1323756 |     4:10:00 AM |     00:24:47
      4988 |                298.398ms |                    1001ms |       1065 |    21.351% |    Q3368603 |     4:10:01 AM |     00:24:48
      4989 |                299.154ms |                    4068ms |       1066 |    21.367% |    Q3391764 |     4:10:05 AM |     00:24:52
      4990 |                299.737ms |                    3212ms |       1067 |    21.383% |    Q4384107 |     4:10:08 AM |     00:24:55
      4991 |                301.226ms |                    7730ms |       1068 |    21.399% |    Q5130989 |     4:10:16 AM |     00:25:03
      4992 |                301.637ms |                    2352ms |       1069 |    21.414% |    Q6840469 |     4:10:19 AM |     00:25:05
      4993 |                301.777ms |                    1001ms |       1070 |     21.43% |    Q7321455 |     4:10:20 AM |     00:25:06
      4994 |                301.839ms |                     613ms |       1071 |    21.446% |    Q7322268 |     4:10:20 AM |     00:25:07
      4995 |                302.551ms |                    3854ms |       1072 |    21.461% |    Q7671279 |     4:10:24 AM |     00:25:11
      4996 |                306.273ms |                   18900ms |       1072 |    21.457% |    Q7671279 |     4:10:24 AM |     00:25:30
      4998 |                306.351ms |                   500.5ms |       1074 |    21.489% |   Q14330611 |     4:10:44 AM |     00:25:31
      4999 |                 306.44ms |                     755ms |       1075 |    21.504% |   Q14349519 |     4:10:45 AM |     00:25:31
      5042 |                304.026ms |                  23.279ms |       1118 |    22.174% |   Q14913027 |     4:10:46 AM |     00:25:32
      5043 |                304.194ms |                    1152ms |       1119 |    22.189% |   Q14916309 |     4:10:47 AM |     00:25:34
      5050 |                 303.97ms |                 143.143ms |       1126 |    22.297% |   Q15331098 |     4:10:48 AM |     00:25:35
      5051 |                304.347ms |                    2208ms |       1127 |    22.312% |   Q15332837 |     4:10:50 AM |     00:25:37
      5052 |                306.041ms |                    8862ms |       1128 |    22.328% |   Q15996702 |     4:10:59 AM |     00:25:46
      5053 |                307.246ms |                    6391ms |       1129 |    22.343% |   Q18745969 |     4:11:05 AM |     00:25:52
      5208 |                298.294ms |                   6.458ms |       1221 |    23.445% |   Q21173671 |     4:11:06 AM |     00:25:53
      5232 |                297.118ms |                  41.917ms |       1227 |    23.452% |   Q21444966 |     4:11:07 AM |     00:25:54
      5286 |                294.286ms |                  19.926ms |       1229 |     23.25% |   Q21484298 |     4:11:08 AM |     00:25:55
      5287 |                 294.27ms |                     209ms |       1229 |    23.246% |   Q21484298 |     4:11:08 AM |     00:25:55
      5435 |                 286.44ms |                   6.757ms |       1233 |    22.686% |   Q21973274 |     4:11:10 AM |     00:25:56
      5436 |                286.641ms |                    1375ms |       1233 |    22.682% |   Q21973274 |     4:11:10 AM |     00:25:58
      5708 |                273.157ms |                   3.676ms |       1485 |    26.016% |   Q22330477 |     4:11:12 AM |     00:25:59
      5709 |                273.624ms |                    2940ms |       1485 |    26.012% |   Q22330477 |     4:11:12 AM |     00:26:02
      5923 |                263.907ms |                   4.673ms |       1485 |    25.072% |   Q22330477 |     4:11:12 AM |     00:26:03
      6384 |                245.034ms |                   2.551ms |       1485 |    23.261% |   Q22330477 |     4:11:12 AM |     00:26:04
